time,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irradiance(W/m²),solar_generation_kwh,wind_turbine_generation_kwh
2024-03-26 08:00:00,8.6,83,0,11.1,43.0,0.15,0.33
2024-03-26 09:00:00,9.9,82,0,13.8,183.4,0.65,1.14
2024-03-26 10:00:00,10.7,76,14,16.4,355.7,1.28,1.5
2024-03-26 11:00:00,11.4,71,21,15.0,477.1,1.6,1.5
2024-03-26 12:00:00,11.9,66,10,16.8,580.3,1.6,1.5
2024-03-26 13:00:00,12.3,61,31,16.3,640.5,1.6,1.5
2024-03-26 14:00:00,12.7,57,68,12.5,587.1,1.6,0.75
2024-03-26 15:00:00,13.0,53,34,8.8,457.3,1.6,0.0
2024-03-26 16:00:00,12.7,55,31,6.9,266.6,0.99,0.0
2024-03-26 17:00:00,12.5,54,71,4.5,84.7,0.32,0.0
2024-03-26 18:00:00,12.5,57,80,3.8,28.0,0.1,0.0
2024-03-26 19:00:00,11.3,71,77,4.3,1.9,0.01,0.0
2024-03-26 20:00:00,9.3,77,82,5.2,0.0,0.0,0.0
2024-03-26 21:00:00,9.4,75,90,6.0,0.0,0.0,0.0
2024-03-26 22:00:00,8.8,79,90,6.7,0.0,0.0,0.0
2024-03-26 23:00:00,9.2,76,90,6.1,0.0,0.0,0.0
2024-03-27 00:00:00,9.1,79,90,6.5,0.0,0.0,0.0
2024-03-27 01:00:00,8.9,84,90,9.0,0.0,0.0,0.0
2024-03-27 02:00:00,9.1,85,90,9.0,0.0,0.0,0.0
2024-03-27 03:00:00,9.0,85,90,12.3,0.0,0.0,0.69
2024-03-27 04:00:00,9.2,83,89,14.0,0.0,0.0,1.2
2024-03-27 05:00:00,9.0,84,90,12.6,0.0,0.0,0.78
2024-03-27 06:00:00,9.4,82,46,11.6,0.0,0.0,0.48
2024-03-27 07:00:00,8.9,83,16,8.8,0.0,0.0,0.0
2024-03-27 08:00:00,10.1,81,62,7.6,37.8,0.13,0.0
2024-03-27 09:00:00,11.1,82,77,11.3,38.1,0.13,0.39
2024-03-27 10:00:00,12.6,84,47,8.3,72.4,0.25,0.0
2024-03-27 11:00:00,14.5,79,43,8.2,173.5,0.61,0.0
2024-03-27 12:00:00,16.0,72,55,10.6,371.5,1.32,0.18
2024-03-27 13:00:00,17.1,65,26,9.4,352.7,1.26,0.0
2024-03-27 14:00:00,18.5,60,13,10.2,574.3,1.6,0.06
2024-03-27 15:00:00,18.9,60,16,11.2,533.2,1.6,0.36
2024-03-27 16:00:00,19.1,59,0,2.9,421.9,1.52,0.0
2024-03-27 17:00:00,19.5,60,2,2.5,292.7,01.05,0.0
2024-03-27 18:00:00,19.5,69,3,5.3,138.4,0.49,0.0
2024-03-27 19:00:00,17.1,79,2,6.6,19.3,0.07,0.0
2024-03-27 20:00:00,15.3,80,1,8.6,0.0,0.0,0.0
2024-03-27 21:00:00,14.6,81,29,7.9,0.0,0.0,0.0
2024-03-27 22:00:00,14.9,76,29,10.5,0.0,0.0,0.15
2024-03-27 23:00:00,14.6,75,2,13.3,0.0,0.0,0.99
2024-03-28 00:00:00,14.0,78,4,9.7,0.0,0.0,0.0
2024-03-28 01:00:00,13.1,80,3,8.4,0.0,0.0,0.0
2024-03-28 02:00:00,12.2,82,1,8.4,0.0,0.0,0.0
2024-03-28 03:00:00,12.4,79,2,9.7,0.0,0.0,0.0
2024-03-28 04:00:00,11.0,81,3,7.4,0.0,0.0,0.0
2024-03-28 05:00:00,11.2,79,4,9.2,0.0,0.0,0.0
2024-03-28 06:00:00,11.5,74,4,10.4,0.0,0.0,0.12
2024-03-28 07:00:00,12.0,69,30,13.0,0.0,0.0,0.9
2024-03-28 08:00:00,13.4,67,28,16.3,29.1,0.11,1.5
2024-03-28 09:00:00,15.2,66,29,15.0,151.7,0.55,1.5
2024-03-28 10:00:00,16.8,69,25,10.2,244.9,0.87,0.06
2024-03-28 11:00:00,18.7,60,30,10.6,431.2,1.55,0.18
2024-03-28 12:00:00,18.5,57,74,13.0,328.2,1.19,0.9
2024-03-28 13:00:00,17.5,63,90,22.1,24.4,0.09,1.66
2024-03-28 14:00:00,16.8,70,90,20.8,31.5,0.11,1.56
2024-03-28 15:00:00,16.9,68,89,19.4,8.5,0.03,1.5
2024-03-28 16:00:00,20.1,61,68,23.8,146.1,0.52,1.78
2024-03-28 17:00:00,19.6,69,75,15.9,113.8,0.4,1.5
2024-03-28 18:00:00,17.7,73,62,10.7,0.0,0.0,0.21
2024-03-28 19:00:00,16.7,73,84,8.2,0.0,0.0,0.0
2024-03-28 20:00:00,15.8,75,75,6.1,0.0,0.0,0.0
2024-03-28 21:00:00,14.5,78,45,6.6,0.0,0.0,0.0
2024-03-28 22:00:00,14.3,77,30,15.0,0.0,0.0,1.5
2024-03-28 23:00:00,13.8,80,30,8.5,0.0,0.0,0.0
2024-03-29 00:00:00,13.6,80,6,8.4,0.0,0.0,0.0
2024-03-29 01:00:00,14.1,76,7,7.8,0.0,0.0,0.0
2024-03-29 02:00:00,12.8,80,7,9.4,0.0,0.0,0.0
2024-03-29 03:00:00,11.3,87,2,8.6,0.0,0.0,0.0
2024-03-29 04:00:00,10.7,81,0,7.9,0.0,0.0,0.0
2024-03-29 05:00:00,9.3,87,0,9.7,0.0,0.0,0.0
2024-03-29 06:00:00,9.8,86,0,7.8,0.0,0.0,0.0
2024-03-29 07:00:00,9.2,87,3,11.5,0.0,0.0,0.45
2024-03-29 08:00:00,12.1,82,0,9.2,49.2,0.17,0.0
2024-03-29 09:00:00,13.6,85,3,12.9,190.0,0.66,0.87
2024-03-29 10:00:00,14.9,80,4,13.3,360.8,1.26,0.99
2024-03-29 11:00:00,16.1,77,9,11.9,504.3,1.6,0.57
2024-03-29 12:00:00,17.7,71,5,13.4,599.4,1.6,01.02
2024-03-29 13:00:00,19.0,66,0,15.3,646.1,1.6,1.5
2024-03-29 14:00:00,19.3,67,7,13.6,632.2,1.6,01.08
2024-03-29 15:00:00,19.2,70,0,13.0,564.7,1.6,0.9
2024-03-29 16:00:00,20.2,67,0,13.6,451.3,1.59,01.08
2024-03-29 17:00:00,18.9,73,0,12.0,301.8,01.05,0.6
2024-03-29 18:00:00,17.5,84,0,7.5,146.0,0.5,0.0
2024-03-29 19:00:00,14.9,84,1,4.7,22.6,0.08,0.0
2024-03-29 20:00:00,12.3,88,1,6.4,0.0,0.0,0.0
2024-03-29 21:00:00,12.2,84,1,6.6,0.0,0.0,0.0
2024-03-29 22:00:00,11.5,86,0,8.7,0.0,0.0,0.0
2024-03-29 23:00:00,12.7,80,1,7.2,0.0,0.0,0.0
2024-03-30 00:00:00,14.0,74,0,6.1,0.0,0.0,0.0
2024-03-30 01:00:00,14.3,72,0,6.3,0.0,0.0,0.0
2024-03-30 02:00:00,14.4,70,0,6.8,0.0,0.0,0.0
2024-03-30 03:00:00,12.4,75,9,9.4,0.0,0.0,0.0
2024-03-30 04:00:00,12.8,69,6,7.9,0.0,0.0,0.0
2024-03-30 05:00:00,9.5,83,30,12.1,0.0,0.0,0.63
2024-03-30 06:00:00,9.7,86,30,11.2,0.0,0.0,0.36
2024-03-30 07:00:00,12.8,74,30,6.6,0.0,0.0,0.0
2024-03-30 08:00:00,12.8,77,30,1.0,20.3,0.07,0.0
2024-03-30 09:00:00,14.4,82,30,0.8,102.4,0.36,0.0
2024-03-30 10:00:00,16.4,77,30,3.7,271.9,0.95,0.0
2024-03-30 11:00:00,17.0,78,16,5.4,431.6,1.5,0.0
2024-03-30 12:00:00,17.6,79,23,6.8,597.0,1.6,0.0
2024-03-30 13:00:00,18.7,75,30,6.1,631.7,1.6,0.0
2024-03-30 14:00:00,19.2,74,30,7.2,563.3,1.6,0.0
2024-03-30 15:00:00,19.2,75,30,5.8,449.0,1.56,0.0
2024-03-30 16:00:00,21.9,63,30,5.6,376.1,1.32,0.0
2024-03-30 17:00:00,22.2,63,30,5.4,211.9,0.74,0.0
2024-03-30 18:00:00,21.6,72,30,4.4,75.5,0.26,0.0
2024-03-30 19:00:00,20.1,72,27,4.5,12.7,0.04,0.0
2024-03-30 20:00:00,19.0,71,24,1.8,0.0,0.0,0.0
2024-03-30 21:00:00,17.9,77,6,3.3,0.0,0.0,0.0
2024-03-30 22:00:00,13.4,86,1,8.4,0.0,0.0,0.0
2024-03-30 23:00:00,11.7,88,4,8.9,0.0,0.0,0.0
2024-03-31 00:00:00,11.2,89,9,7.0,0.0,0.0,0.0
2024-03-31 01:00:00,10.9,89,14,8.0,0.0,0.0,0.0
2024-03-31 02:00:00,10.7,87,14,8.9,0.0,0.0,0.0
2024-03-31 03:00:00,10.1,89,13,9.3,0.0,0.0,0.0
2024-03-31 04:00:00,9.3,92,14,9.3,0.0,0.0,0.0
2024-03-31 05:00:00,9.0,93,8,10.0,0.0,0.0,0.0
2024-03-31 06:00:00,9.0,93,15,9.7,0.0,0.0,0.0
2024-03-31 07:00:00,8.9,94,28,10.1,0.0,0.0,0.03
2024-03-31 08:00:00,12.2,89,30,5.0,47.1,0.16,0.0
2024-03-31 09:00:00,14.5,88,31,4.0,189.8,0.65,0.0
2024-03-31 10:00:00,16.7,82,30,8.2,333.0,1.15,0.0
2024-03-31 11:00:00,17.8,78,30,9.7,488.1,1.6,0.0
2024-03-31 12:00:00,18.3,78,30,9.2,582.0,1.6,0.0
2024-03-31 13:00:00,19.5,72,29,8.6,634.6,1.6,0.0
2024-03-31 14:00:00,20.8,67,30,10.4,596.7,1.6,0.12
2024-03-31 15:00:00,21.3,65,30,13.6,526.9,1.6,01.08
2024-03-31 16:00:00,22.0,65,29,16.7,404.5,1.42,1.5
2024-03-31 17:00:00,22.1,62,29,15.1,287.1,01.01,1.5
2024-03-31 18:00:00,21.5,56,13,13.0,138.7,0.5,0.9
2024-03-31 19:00:00,19.3,56,0,13.4,26.5,0.1,01.02
2024-03-31 20:00:00,16.6,63,0,8.9,0.0,0.0,0.0
2024-03-31 21:00:00,14.6,73,0,7.6,0.0,0.0,0.0
2024-03-31 22:00:00,13.7,79,28,8.0,0.0,0.0,0.0
2024-03-31 23:00:00,13.6,80,20,9.0,0.0,0.0,0.0
2024-04-01 00:00:00,13.3,82,0,10.0,0.0,0.0,0.0
2024-04-01 01:00:00,13.0,84,0,9.4,0.0,0.0,0.0
2024-04-01 02:00:00,12.6,86,0,8.7,0.0,0.0,0.0
2024-04-01 03:00:00,11.6,89,0,7.4,0.0,0.0,0.0
2024-04-01 04:00:00,12.8,84,0,12.6,0.0,0.0,0.78
2024-04-01 05:00:00,12.5,86,12,11.3,0.0,0.0,0.39
2024-04-01 06:00:00,12.5,86,9,10.7,0.0,0.0,0.21
2024-04-01 07:00:00,12.9,84,0,12.8,0.0,0.0,0.84
2024-04-01 08:00:00,14.0,83,2,15.0,58.6,0.2,1.5
2024-04-01 09:00:00,15.3,84,0,15.3,207.1,0.72,1.5
2024-04-01 10:00:00,16.5,79,0,14.4,378.8,1.32,1.32
2024-04-01 11:00:00,17.5,73,0,14.8,523.8,1.6,1.44
2024-04-01 12:00:00,18.7,68,0,14.8,623.7,1.6,1.44
2024-04-01 13:00:00,19.7,67,0,14.3,669.0,1.6,1.29
2024-04-01 14:00:00,20.6,63,10,13.2,657.6,1.6,0.96
2024-04-01 15:00:00,21.4,60,26,13.0,587.7,1.6,0.9
2024-04-01 16:00:00,22.8,57,18,14.5,464.6,1.6,1.35
2024-04-01 17:00:00,22.5,56,29,13.5,319.8,1.14,01.05
2024-04-01 18:00:00,21.4,56,29,11.1,151.9,0.54,0.33
2024-04-01 19:00:00,18.3,62,29,7.9,26.2,0.09,0.0
2024-04-01 20:00:00,15.4,67,30,7.5,0.0,0.0,0.0
2024-04-01 21:00:00,13.9,73,29,8.7,0.0,0.0,0.0
2024-04-01 22:00:00,13.2,77,7,10.3,0.0,0.0,0.09
2024-04-01 23:00:00,13.2,79,2,8.7,0.0,0.0,0.0
2024-04-02 00:00:00,12.8,83,0,8.4,0.0,0.0,0.0
2024-04-02 01:00:00,12.8,86,0,7.5,0.0,0.0,0.0
2024-04-02 02:00:00,12.5,88,0,7.6,0.0,0.0,0.0
2024-04-02 03:00:00,12.0,89,9,7.9,0.0,0.0,0.0
2024-04-02 04:00:00,13.0,85,29,10.0,0.0,0.0,0.0
2024-04-02 05:00:00,13.1,84,30,10.2,0.0,0.0,0.06
2024-04-02 06:00:00,12.9,86,30,10.2,0.0,0.0,0.06
2024-04-02 07:00:00,12.8,86,30,10.5,0.0,0.0,0.15
2024-04-02 08:00:00,14.3,79,30,12.8,20.9,0.07,0.84
2024-04-02 09:00:00,15.9,77,29,15.3,78.2,0.27,1.5
2024-04-02 10:00:00,17.9,71,28,16.8,326.1,1.15,1.5
2024-04-02 11:00:00,19.3,64,29,18.1,508.1,1.6,1.5
2024-04-02 12:00:00,20.2,64,29,18.1,620.3,1.6,1.5
2024-04-02 13:00:00,21.0,62,30,16.3,551.1,1.6,1.5
2024-04-02 14:00:00,22.3,59,29,16.1,582.9,1.6,1.5
2024-04-02 15:00:00,23.2,59,29,14.8,565.9,1.6,1.44
2024-04-02 16:00:00,23.4,56,23,12.7,463.0,1.6,0.81
2024-04-02 17:00:00,23.1,59,24,10.9,304.8,01.08,0.27
2024-04-02 18:00:00,22.2,65,8,9.4,157.6,0.55,0.0
2024-04-02 19:00:00,20.1,64,29,8.4,29.1,0.1,0.0
2024-04-02 20:00:00,18.8,59,28,9.4,0.0,0.0,0.0
2024-04-02 21:00:00,17.8,62,29,9.8,0.0,0.0,0.0
2024-04-02 22:00:00,18.2,58,31,11.8,0.0,0.0,0.54
2024-04-02 23:00:00,18.1,53,17,14.4,0.0,0.0,1.32
2024-04-03 00:00:00,16.8,55,10,14.7,0.0,0.0,1.41
2024-04-03 01:00:00,16.1,60,27,22.4,0.0,0.0,1.68
2024-04-03 02:00:00,15.3,57,23,21.9,0.0,0.0,1.64
2024-04-03 03:00:00,14.2,57,34,21.0,0.0,0.0,1.58
2024-04-03 04:00:00,14.2,63,15,21.3,0.0,0.0,1.6
2024-04-03 05:00:00,13.5,64,10,22.1,0.0,0.0,1.66
2024-04-03 06:00:00,13.3,64,7,19.9,0.0,0.0,1.5
2024-04-03 07:00:00,13.3,63,11,22.3,0.0,0.0,1.67
2024-04-03 08:00:00,13.3,71,61,21.4,51.5,0.18,1.6
2024-04-03 09:00:00,13.8,74,60,17.0,52.3,0.19,1.5
2024-04-03 10:00:00,14.4,70,66,14.4,34.6,0.12,1.32
2024-04-03 11:00:00,15.9,64,15,10.9,299.1,01.08,0.27
2024-04-03 12:00:00,16.9,60,8,6.9,553.9,1.6,0.0
2024-04-03 13:00:00,17.6,57,8,8.0,659.5,1.6,0.0
2024-04-03 14:00:00,18.0,52,18,9.3,642.8,1.6,0.0
2024-04-03 15:00:00,18.3,50,29,8.9,583.1,1.6,0.0
2024-04-03 16:00:00,19.2,48,30,6.6,445.0,1.6,0.0
2024-04-03 17:00:00,18.9,49,30,7.4,241.0,0.88,0.0
2024-04-03 18:00:00,17.8,57,30,9.6,83.2,0.3,0.0
2024-04-03 19:00:00,15.9,63,30,10.1,12.9,0.05,0.03
2024-04-03 20:00:00,14.3,61,30,10.6,0.0,0.0,0.18
2024-04-03 21:00:00,13.3,60,30,10.5,0.0,0.0,0.15
2024-04-03 22:00:00,12.8,62,29,8.7,0.0,0.0,0.0
2024-04-03 23:00:00,11.4,67,29,7.0,0.0,0.0,0.0
2024-04-04 00:00:00,9.8,77,37,10.5,0.0,0.0,0.15
2024-04-04 01:00:00,10.9,70,34,6.4,0.0,0.0,0.0
2024-04-04 02:00:00,10.5,65,28,7.6,0.0,0.0,0.0
2024-04-04 03:00:00,11.0,59,29,9.2,0.0,0.0,0.0
2024-04-04 04:00:00,10.0,72,38,7.7,0.0,0.0,0.0
2024-04-04 05:00:00,9.8,72,22,7.9,0.0,0.0,0.0
2024-04-04 06:00:00,10.4,64,26,8.9,0.0,0.0,0.0
2024-04-04 07:00:00,11.0,57,12,12.5,0.0,0.0,0.75
2024-04-04 08:00:00,12.5,57,0,16.9,65.9,0.24,1.5
2024-04-04 09:00:00,14.6,64,2,15.3,229.0,0.83,1.5
2024-04-04 10:00:00,16.7,60,0,13.3,401.3,1.45,0.99
2024-04-04 11:00:00,18.2,51,0,13.7,546.6,1.6,1.11
2024-04-04 12:00:00,19.0,45,5,14.1,641.8,1.6,1.23
2024-04-04 13:00:00,19.5,43,10,14.1,683.7,1.6,1.23
2024-04-04 14:00:00,19.7,42,32,15.6,667.4,1.6,1.5
2024-04-04 15:00:00,19.6,41,29,17.4,587.9,1.6,1.5
2024-04-04 16:00:00,18.4,47,29,15.7,474.3,1.6,1.5
2024-04-04 17:00:00,17.9,47,29,14.8,319.1,1.18,1.44
2024-04-04 18:00:00,16.4,55,29,13.5,143.4,0.53,01.05
2024-04-04 19:00:00,14.4,65,9,10.0,20.0,0.07,0.0
2024-04-04 20:00:00,12.0,70,1,10.1,0.0,0.0,0.03
2024-04-04 21:00:00,11.1,73,0,8.6,0.0,0.0,0.0
2024-04-04 22:00:00,10.3,77,1,7.3,0.0,0.0,0.0
2024-04-04 23:00:00,9.8,81,1,8.7,0.0,0.0,0.0
2024-04-05 00:00:00,9.5,82,0,9.7,0.0,0.0,0.0
2024-04-05 01:00:00,9.0,87,0,7.3,0.0,0.0,0.0
2024-04-05 02:00:00,8.4,90,0,4.3,0.0,0.0,0.0
2024-04-05 03:00:00,8.2,91,2,3.6,0.0,0.0,0.0
2024-04-05 04:00:00,7.9,93,0,5.4,0.0,0.0,0.0
2024-04-05 05:00:00,8.2,89,0,3.1,0.0,0.0,0.0
2024-04-05 06:00:00,9.0,84,0,3.1,0.0,0.0,0.0
2024-04-05 07:00:00,10.7,76,1,2.5,0.0,0.0,0.0
2024-04-05 08:00:00,10.9,82,0,4.7,66.6,0.24,0.0
2024-04-05 09:00:00,12.6,82,1,5.2,219.3,0.77,0.0
2024-04-05 10:00:00,14.4,72,2,6.8,382.3,1.36,0.0
2024-04-05 11:00:00,15.5,65,0,9.5,521.1,1.6,0.0
2024-04-05 12:00:00,16.3,65,19,10.3,619.5,1.6,0.09
2024-04-05 13:00:00,16.6,70,17,10.6,476.7,1.6,0.18
2024-04-05 14:00:00,17.1,71,16,10.0,503.2,1.6,0.0
2024-04-05 15:00:00,17.2,75,20,8.0,430.3,1.51,0.0
2024-04-05 16:00:00,18.8,90,10,6.1,389.8,1.31,0.0
2024-04-05 17:00:00,18.4,93,26,4.3,298.0,1.0,0.0
2024-04-05 18:00:00,17.9,91,25,3.8,137.7,0.46,0.0
2024-04-05 19:00:00,16.7,85,28,5.2,25.9,0.09,0.0
2024-04-05 20:00:00,14.0,77,30,6.9,0.0,0.0,0.0
2024-04-05 21:00:00,12.6,78,20,8.5,0.0,0.0,0.0
2024-04-05 22:00:00,11.4,80,2,9.8,0.0,0.0,0.0
2024-04-05 23:00:00,10.6,81,3,7.6,0.0,0.0,0.0
2024-04-06 00:00:00,9.9,82,0,6.4,0.0,0.0,0.0
2024-04-06 01:00:00,9.6,83,0,5.0,0.0,0.0,0.0
2024-04-06 02:00:00,9.2,84,0,6.8,0.0,0.0,0.0
2024-04-06 03:00:00,9.1,81,0,8.8,0.0,0.0,0.0
2024-04-06 04:00:00,9.3,87,0,9.1,0.0,0.0,0.0
2024-04-06 05:00:00,9.2,89,0,8.8,0.0,0.0,0.0
2024-04-06 06:00:00,9.1,89,0,8.8,0.0,0.0,0.0
2024-04-06 07:00:00,9.2,90,0,9.4,0.0,0.0,0.0
2024-04-06 08:00:00,11.2,85,0,11.8,68.9,0.24,0.54
2024-04-06 09:00:00,13.9,79,0,8.7,226.2,0.8,0.0
2024-04-06 10:00:00,16.3,63,6,5.6,396.7,1.43,0.0
2024-04-06 11:00:00,17.6,54,1,3.7,539.2,1.6,0.0
2024-04-06 12:00:00,18.3,56,3,0.7,637.0,1.6,0.0
2024-04-06 13:00:00,18.8,63,22,3.3,678.4,1.6,0.0
2024-04-06 14:00:00,18.9,76,27,3.9,583.7,1.6,0.0
2024-04-06 15:00:00,18.9,77,8,1.8,476.9,1.6,0.0
2024-04-06 16:00:00,20.5,35,28,8.4,479.3,1.6,0.0
2024-04-06 17:00:00,19.8,36,30,9.6,307.7,1.15,0.0
2024-04-06 18:00:00,18.6,43,30,10.2,123.6,0.46,0.06
2024-04-06 19:00:00,16.5,50,30,8.9,21.2,0.08,0.0
2024-04-06 20:00:00,14.4,58,45,9.2,0.0,0.0,0.0
2024-04-06 21:00:00,13.4,62,46,8.2,0.0,0.0,0.0
2024-04-06 22:00:00,11.6,70,41,8.0,0.0,0.0,0.0
2024-04-06 23:00:00,11.8,63,40,6.8,0.0,0.0,0.0
2024-04-07 00:00:00,13.1,52,30,5.8,0.0,0.0,0.0
2024-04-07 01:00:00,12.5,52,41,5.4,0.0,0.0,0.0
2024-04-07 02:00:00,13.4,46,42,3.6,0.0,0.0,0.0
2024-04-07 03:00:00,11.3,55,44,3.9,0.0,0.0,0.0
2024-04-07 04:00:00,11.9,64,89,10.2,0.0,0.0,0.06
2024-04-07 05:00:00,11.0,77,89,9.0,0.0,0.0,0.0
2024-04-07 06:00:00,11.0,82,90,7.2,0.0,0.0,0.0
2024-04-07 07:00:00,11.0,82,73,8.3,0.0,0.0,0.0
2024-04-07 08:00:00,11.1,86,87,11.7,1.6,0.01,0.51
2024-04-07 09:00:00,11.5,86,90,11.7,2.5,0.01,0.51
2024-04-07 10:00:00,11.6,88,90,13.7,0.0,0.0,1.11
2024-04-07 11:00:00,12.0,86,90,16.8,1.1,0.0,1.5
2024-04-07 12:00:00,12.2,88,89,16.3,6.3,0.02,1.5
2024-04-07 13:00:00,13.0,82,87,18.6,25.3,0.09,1.5
2024-04-07 14:00:00,13.8,74,47,18.4,32.4,0.12,1.5
2024-04-07 15:00:00,15.0,61,66,21.3,60.8,0.22,1.6
2024-04-07 16:00:00,16.3,51,32,23.7,303.5,1.12,1.78
2024-04-07 17:00:00,14.9,61,26,23.8,283.1,01.03,1.78
2024-04-07 18:00:00,14.1,66,0,23.0,161.4,0.58,1.72
2024-04-07 19:00:00,12.8,73,1,22.5,35.0,0.13,1.69
2024-04-07 20:00:00,11.5,78,5,21.6,0.0,0.0,1.62
2024-04-07 21:00:00,11.2,79,1,21.5,0.0,0.0,1.61
2024-04-07 22:00:00,11.1,79,0,22.9,0.0,0.0,1.72
2024-04-07 23:00:00,10.8,80,0,24.5,0.0,0.0,1.84
2024-04-08 00:00:00,10.6,80,0,25.8,0.0,0.0,1.94
2024-04-08 01:00:00,10.4,81,0,24.8,0.0,0.0,1.86
2024-04-08 02:00:00,10.2,82,0,23.4,0.0,0.0,1.76
2024-04-08 03:00:00,10.1,83,0,23.0,0.0,0.0,1.72
2024-04-08 04:00:00,10.1,85,0,22.4,0.0,0.0,1.68
2024-04-08 05:00:00,9.9,86,0,21.3,0.0,0.0,1.6
2024-04-08 06:00:00,9.6,88,0,19.5,0.0,0.0,1.5
2024-04-08 07:00:00,9.5,88,0,18.5,0.0,0.0,1.5
2024-04-08 08:00:00,10.9,83,0,18.9,78.4,0.28,1.5
2024-04-08 09:00:00,12.8,74,0,21.1,241.1,0.86,1.58
2024-04-08 10:00:00,14.3,68,0,23.0,413.9,1.49,1.72
2024-04-08 11:00:00,15.2,68,0,24.9,559.1,1.6,1.87
2024-04-08 12:00:00,15.9,66,0,26.5,654.3,1.6,1.99
2024-04-08 13:00:00,16.6,61,0,26.5,697.3,1.6,1.99
2024-04-08 14:00:00,17.0,58,0,27.6,680.0,1.6,02.07
2024-04-08 15:00:00,16.7,59,0,28.2,607.2,1.6,2.12
2024-04-08 16:00:00,16.0,61,0,28.5,490.6,1.6,2.14
2024-04-08 17:00:00,15.4,62,4,26.6,337.5,1.22,2.0
2024-04-08 18:00:00,14.4,67,0,25.1,173.3,0.62,1.88
2024-04-08 19:00:00,13.0,74,2,22.7,37.6,0.13,1.7
2024-04-08 20:00:00,11.8,79,0,21.9,0.0,0.0,1.64
2024-04-08 21:00:00,11.2,83,0,22.1,0.0,0.0,1.66
2024-04-08 22:00:00,10.9,84,0,21.3,0.0,0.0,1.6
2024-04-08 23:00:00,10.7,85,0,18.5,0.0,0.0,1.5
2024-04-09 00:00:00,10.5,85,0,16.7,0.0,0.0,1.5
2024-04-09 01:00:00,10.3,86,0,15.1,0.0,0.0,1.5
2024-04-09 02:00:00,10.0,88,0,11.3,0.0,0.0,0.39
2024-04-09 03:00:00,9.4,91,0,7.7,0.0,0.0,0.0
2024-04-09 04:00:00,9.1,92,0,10.5,0.0,0.0,0.15
2024-04-09 05:00:00,9.1,92,0,10.3,0.0,0.0,0.09
2024-04-09 06:00:00,8.9,93,0,9.6,0.0,0.0,0.0
2024-04-09 07:00:00,9.0,93,0,10.9,2.5,0.01,0.27
2024-04-09 08:00:00,10.7,91,0,12.8,75.9,0.26,0.84
2024-04-09 09:00:00,13.0,83,0,11.0,231.6,0.81,0.3
2024-04-09 10:00:00,15.1,71,0,13.4,398.5,1.42,01.02
2024-04-09 11:00:00,16.5,62,0,15.2,538.0,1.6,1.5
2024-04-09 12:00:00,17.4,59,0,16.8,635.2,1.6,1.5
2024-04-09 13:00:00,18.2,55,0,19.8,678.9,1.6,1.5
2024-04-09 14:00:00,18.3,54,0,22.6,665.2,1.6,1.7
2024-04-09 15:00:00,17.8,57,0,22.0,596.8,1.6,1.65
2024-04-09 16:00:00,18.2,54,0,20.6,485.3,1.6,1.55
2024-04-09 17:00:00,17.3,57,0,20.1,335.2,1.22,1.51
2024-04-09 18:00:00,15.9,63,0,19.6,173.0,0.62,1.5
2024-04-09 19:00:00,14.1,74,0,17.6,39.2,0.14,1.5
2024-04-09 20:00:00,12.5,83,0,16.6,0.0,0.0,1.5
2024-04-09 21:00:00,11.8,89,0,15.0,0.0,0.0,1.5
2024-04-09 22:00:00,11.4,92,0,12.9,0.0,0.0,0.87
2024-04-09 23:00:00,11.1,92,0,11.2,0.0,0.0,0.36
2024-04-10 00:00:00,10.7,93,0,8.4,0.0,0.0,0.0
2024-04-10 01:00:00,10.4,94,0,10.1,0.0,0.0,0.03
2024-04-10 02:00:00,10.4,94,0,12.6,0.0,0.0,0.78
2024-04-10 03:00:00,10.3,94,0,12.7,0.0,0.0,0.81
2024-04-10 04:00:00,10.1,95,0,12.6,0.0,0.0,0.78
2024-04-10 05:00:00,10.3,95,0,11.6,0.0,0.0,0.48
2024-04-10 06:00:00,10.5,94,32,11.1,0.0,0.0,0.33
2024-04-10 07:00:00,10.7,95,41,11.5,2.5,0.01,0.45
2024-04-10 08:00:00,11.9,91,24,13.9,62.5,0.22,1.17
2024-04-10 09:00:00,13.4,83,8,10.2,204.7,0.72,0.06
2024-04-10 10:00:00,15.0,79,14,9.2,376.2,1.32,0.0
2024-04-10 11:00:00,16.5,72,6,10.4,481.2,1.6,0.12
2024-04-10 12:00:00,17.6,67,4,10.8,616.1,1.6,0.24
2024-04-10 13:00:00,18.2,62,1,13.3,664.6,1.6,0.99
2024-04-10 14:00:00,18.9,57,0,16.6,668.1,1.6,1.5
2024-04-10 15:00:00,19.0,56,0,20.3,609.3,1.6,1.52
2024-04-10 16:00:00,16.8,65,0,20.6,490.0,1.6,1.55
2024-04-10 17:00:00,15.8,67,0,20.6,338.9,1.21,1.55
2024-04-10 18:00:00,14.5,71,0,20.7,176.5,0.63,1.55
2024-04-10 19:00:00,13.0,78,0,19.0,40.9,0.14,1.5
2024-04-10 20:00:00,11.7,86,0,17.9,0.0,0.0,1.5
2024-04-10 21:00:00,10.9,92,0,16.6,0.0,0.0,1.5
2024-04-10 22:00:00,10.7,93,0,16.4,0.0,0.0,1.5
2024-04-10 23:00:00,10.6,93,0,15.8,0.0,0.0,1.5
